age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38,technician,single,tertiary,no,1674,no,no,cellular,18,nov,333,1,-1,0,unknown,no
30,management,single,tertiary,no,19796,no,no,cellular,20,nov,41,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,948,yes,no,cellular,17,apr,185,1,336,2,other,no
56,management,divorced,tertiary,no,0,no,no,unknown,6,jun,463,4,-1,0,unknown,no
49,entrepreneur,divorced,tertiary,no,1342,yes,yes,cellular,7,apr,253,1,140,1,failure,no
45,blue-collar,married,primary,no,71,no,no,unknown,26,jun,138,2,-1,0,unknown,no
31,management,single,tertiary,no,3142,yes,no,cellular,18,nov,235,1,123,1,failure,no
51,blue-collar,married,primary,no,91,no,yes,unknown,19,jun,368,2,-1,0,unknown,no
34,self-employed,married,secondary,no,173,no,no,unknown,26,feb,36,1,-1,0,unknown,no
58,blue-collar,married,unknown,no,3585,no,no,cellular,30,apr,122,1,167,1,success,no
49,admin.,divorced,secondary,yes,2405,yes,no,cellular,23,jul,216,8,-1,0,unknown,no
28,services,single,tertiary,no,2474,yes,no,cellular,22,jul,262,1,-1,0,unknown,no
30,management,single,tertiary,no,501,yes,no,unknown,23,may,209,3,-1,0,unknown,no
77,retired,married,secondary,no,2123,no,no,telephone,4,feb,141,4,-1,0,unknown,no
34,technician,married,tertiary,no,-624,no,no,telephone,2,feb,20,8,-1,0,unknown,no
31,management,single,secondary,no,2,no,no,cellular,22,aug,65,4,-1,0,unknown,no
29,management,single,tertiary,no,2439,no,no,cellular,2,feb,263,2,-1,0,unknown,no
40,admin.,married,secondary,no,100,yes,no,cellular,9,feb,38,8,-1,0,unknown,no
47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239,2,-1,0,unknown,no
34,admin.,single,secondary,no,663,yes,no,cellular,20,apr,111,1,-1,0,unknown,no
31,unemployed,married,secondary,no,24,yes,no,cellular,19,nov,631,1,-1,0,unknown,no
26,student,single,secondary,no,141,no,no,cellular,22,jul,128,1,-1,0,unknown,no
35,management,single,tertiary,no,250,no,no,unknown,19,jun,92,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,0,yes,no,unknown,9,jun,254,1,-1,0,unknown,no
30,student,single,tertiary,no,300,no,no,cellular,6,feb,38,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,368,yes,no,cellular,9,jul,174,7,-1,0,unknown,no
38,technician,married,tertiary,no,0,no,no,unknown,12,jun,112,2,-1,0,unknown,no
49,management,married,tertiary,no,852,yes,no,cellular,20,nov,408,1,-1,0,unknown,no
39,admin.,married,secondary,no,563,yes,no,cellular,4,may,190,3,-1,0,unknown,no
29,admin.,married,secondary,no,-211,yes,no,cellular,18,may,58,1,-1,0,unknown,no
53,housemaid,married,primary,no,0,no,no,cellular,8,oct,148,1,-1,0,unknown,no
39,management,married,tertiary,no,613,no,no,cellular,26,may,211,2,391,2,success,no
23,blue-collar,single,secondary,no,1311,yes,no,unknown,3,jun,100,3,-1,0,unknown,no
47,admin.,married,unknown,no,66,no,no,cellular,26,feb,297,1,203,1,success,no
53,technician,divorced,secondary,no,173,no,yes,cellular,21,nov,412,2,143,1,failure,no
41,management,married,tertiary,no,2885,no,no,cellular,19,nov,40,1,-1,0,unknown,no
27,admin.,single,secondary,no,464,no,no,cellular,10,mar,103,1,-1,0,unknown,no
32,management,married,tertiary,no,55,no,no,cellular,2,feb,124,3,-1,0,unknown,no
43,housemaid,married,primary,no,25,no,no,cellular,12,aug,121,2,-1,0,unknown,no
51,entrepreneur,married,tertiary,no,6659,yes,yes,cellular,20,nov,191,2,189,1,failure,no
69,housemaid,married,primary,no,1080,no,no,cellular,22,apr,164,2,-1,0,unknown,no
32,admin.,married,tertiary,no,0,yes,yes,cellular,11,jul,85,2,-1,0,unknown,no
53,technician,married,tertiary,no,2600,no,no,cellular,3,jun,656,1,-1,0,unknown,no
40,technician,married,secondary,no,1952,yes,no,cellular,17,nov,310,1,-1,0,unknown,no
58,technician,married,tertiary,no,855,yes,no,telephone,18,nov,263,2,-1,0,unknown,no
27,management,single,tertiary,no,592,no,no,cellular,7,sep,667,1,221,3,failure,no
32,management,single,tertiary,no,3,yes,no,unknown,8,may,161,1,-1,0,unknown,no
49,blue-collar,single,primary,no,3018,yes,no,unknown,15,may,93,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,249,yes,yes,unknown,5,jun,173,3,-1,0,unknown,no
46,blue-collar,married,primary,no,1429,yes,no,unknown,14,may,91,1,-1,0,unknown,no
44,services,divorced,secondary,no,2586,yes,no,unknown,5,may,160,1,-1,0,unknown,no
32,technician,single,secondary,no,0,no,no,cellular,21,aug,126,2,-1,0,unknown,no
32,services,married,secondary,no,859,yes,no,unknown,9,aug,39,1,-1,0,unknown,no
31,unemployed,married,secondary,no,3242,no,no,unknown,25,jun,292,2,-1,0,unknown,no
33,services,married,secondary,no,288,yes,no,cellular,17,apr,306,1,-1,0,unknown,no
33,blue-collar,married,primary,no,2861,yes,no,cellular,20,apr,128,3,-1,0,unknown,no
60,retired,divorced,tertiary,no,4,yes,no,cellular,26,may,400,3,358,2,failure,no
33,management,divorced,tertiary,no,5550,yes,no,cellular,13,may,124,2,278,4,failure,no
39,services,married,secondary,no,861,yes,no,cellular,30,jul,218,4,-1,0,unknown,no
31,services,single,secondary,no,516,yes,no,unknown,13,may,271,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,314,yes,yes,cellular,17,apr,357,1,-1,0,unknown,no
33,student,married,tertiary,no,476,yes,no,cellular,12,aug,113,1,-1,0,unknown,no
48,technician,married,unknown,no,5176,no,no,cellular,29,jul,162,2,-1,0,unknown,no
32,services,single,secondary,no,0,no,yes,cellular,11,jul,333,2,-1,0,unknown,no
34,technician,single,tertiary,no,783,no,no,cellular,8,jul,281,1,-1,0,unknown,no
48,services,married,secondary,no,300,no,yes,cellular,16,jul,52,8,-1,0,unknown,no
35,admin.,married,secondary,no,437,yes,no,cellular,17,apr,123,1,-1,0,unknown,no
39,services,divorced,secondary,no,2140,yes,no,cellular,16,apr,539,1,-1,0,unknown,no
37,management,married,tertiary,no,1330,yes,no,cellular,29,jan,41,2,261,1,failure,no
24,unemployed,single,tertiary,no,39,yes,no,unknown,20,jun,15,3,-1,0,unknown,no
49,housemaid,single,primary,no,1158,yes,no,unknown,14,may,159,3,-1,0,unknown,no
41,management,married,tertiary,no,72,yes,no,unknown,7,may,764,3,-1,0,unknown,no
59,management,married,secondary,no,1245,no,no,cellular,29,jan,285,1,-1,0,unknown,no
37,housemaid,married,secondary,no,187,no,no,unknown,12,jun,165,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,-656,yes,no,unknown,16,may,184,2,-1,0,unknown,no
42,self-employed,married,secondary,no,97,no,no,cellular,10,jul,108,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,471,yes,no,unknown,30,may,58,2,-1,0,unknown,no
34,management,single,tertiary,no,280,no,no,cellular,25,aug,119,11,-1,0,unknown,no
31,management,married,tertiary,no,22546,yes,no,cellular,20,aug,88,4,-1,0,unknown,no
38,blue-collar,married,unknown,no,5,yes,no,unknown,7,may,221,2,-1,0,unknown,no
38,technician,divorced,tertiary,no,791,yes,no,unknown,26,may,89,2,-1,0,unknown,no
31,self-employed,single,tertiary,no,275,no,no,cellular,14,sep,99,3,-1,0,unknown,no
45,technician,married,secondary,no,581,no,no,cellular,8,aug,156,2,-1,0,unknown,no
44,blue-collar,married,primary,no,2657,yes,no,unknown,20,jun,202,2,-1,0,unknown,no
49,retired,married,unknown,no,247,no,no,unknown,15,may,213,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,7858,yes,no,unknown,3,jun,641,2,-1,0,unknown,no
33,blue-collar,married,primary,no,2720,yes,no,unknown,26,may,147,3,-1,0,unknown,no
52,self-employed,single,tertiary,no,458,yes,yes,unknown,9,may,132,5,-1,0,unknown,no
43,management,single,secondary,no,469,yes,no,cellular,17,nov,181,4,-1,0,unknown,no
26,blue-collar,married,secondary,no,-384,yes,yes,cellular,18,jul,143,1,-1,0,unknown,no
42,admin.,single,secondary,no,4343,no,no,cellular,31,jul,245,4,-1,0,unknown,no
55,management,divorced,tertiary,no,141,yes,no,cellular,28,jul,154,5,-1,0,unknown,no
59,admin.,married,secondary,no,479,no,no,unknown,18,jun,326,1,-1,0,unknown,no
52,technician,married,secondary,no,306,no,no,cellular,25,aug,265,4,-1,0,unknown,no
36,entrepreneur,married,tertiary,no,84,no,yes,cellular,15,jul,306,14,-1,0,unknown,no
39,blue-collar,married,primary,no,1564,no,no,unknown,17,jun,57,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,2932,yes,no,unknown,9,jun,22,17,-1,0,unknown,no
43,management,married,tertiary,no,13044,no,no,cellular,19,nov,215,1,93,4,failure,no
49,admin.,married,secondary,no,2116,no,no,cellular,8,aug,109,3,-1,0,unknown,no
36,services,married,secondary,no,1981,no,no,unknown,17,jun,48,2,-1,0,unknown,no
32,admin.,married,secondary,no,203,yes,yes,cellular,7,may,219,2,-1,0,unknown,no
52,technician,divorced,secondary,no,5102,no,no,cellular,8,aug,117,2,-1,0,unknown,no
38,technician,single,secondary,no,0,no,no,unknown,1,mar,10,1,-1,0,unknown,no
20,student,single,secondary,no,130,no,no,telephone,11,aug,88,1,99,3,failure,no
27,admin.,single,secondary,no,1,yes,no,unknown,12,may,86,1,-1,0,unknown,no
33,technician,married,secondary,no,-1040,yes,yes,unknown,27,may,130,1,-1,0,unknown,no
32,services,married,secondary,yes,-684,yes,no,unknown,27,may,298,3,-1,0,unknown,no
40,blue-collar,married,unknown,no,874,no,no,unknown,14,may,75,1,-1,0,unknown,no
48,technician,single,tertiary,no,104,yes,no,cellular,5,may,124,2,344,1,other,no
37,technician,single,secondary,no,1590,yes,no,cellular,9,apr,121,5,315,3,other,no
30,technician,married,secondary,no,398,yes,no,cellular,17,apr,132,2,238,2,failure,no
59,retired,married,primary,yes,-488,no,yes,unknown,6,jun,247,1,-1,0,unknown,no
47,technician,divorced,secondary,no,266,no,no,cellular,19,aug,88,1,-1,0,unknown,no
59,blue-collar,married,primary,no,748,no,no,unknown,29,may,184,1,-1,0,unknown,no
39,unknown,single,secondary,no,914,no,no,unknown,5,jun,20,1,-1,0,unknown,no
58,management,divorced,secondary,no,321,no,yes,cellular,17,nov,254,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,0,yes,no,cellular,10,jul,307,1,-1,0,unknown,no
40,admin.,divorced,secondary,no,399,no,no,cellular,28,jan,246,2,-1,0,unknown,no
52,blue-collar,married,primary,no,238,yes,no,unknown,15,may,734,5,-1,0,unknown,no
46,services,married,secondary,no,379,no,no,unknown,11,jun,886,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,75,no,no,unknown,1,jun,7,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,426,yes,no,cellular,13,may,323,3,345,3,failure,no
46,housemaid,single,secondary,no,198,yes,no,cellular,14,may,93,1,350,1,other,no
38,services,married,unknown,no,4644,yes,no,telephone,18,nov,55,2,-1,0,unknown,no
30,technician,married,tertiary,no,423,yes,no,cellular,21,aug,230,2,-1,0,unknown,no
31,management,single,tertiary,no,1017,no,no,cellular,2,feb,83,1,-1,0,unknown,no
50,management,married,tertiary,no,596,no,no,cellular,29,jul,106,2,-1,0,unknown,no
31,technician,single,secondary,no,9,no,no,cellular,7,jul,167,2,-1,0,unknown,no
35,blue-collar,married,primary,no,455,yes,no,cellular,13,may,573,7,327,3,failure,no
22,services,single,secondary,no,250,yes,no,cellular,18,may,117,3,-1,0,unknown,no
56,housemaid,divorced,primary,no,61,no,no,cellular,2,jun,144,1,-1,0,unknown,no
52,housemaid,divorced,tertiary,no,4306,no,no,cellular,22,jul,107,2,-1,0,unknown,no
42,management,single,tertiary,no,-56,yes,no,unknown,20,jun,126,14,-1,0,unknown,no
39,blue-collar,married,secondary,no,10005,yes,no,cellular,31,jul,241,4,-1,0,unknown,no
34,blue-collar,married,secondary,no,270,yes,yes,unknown,6,may,159,1,-1,0,unknown,no
46,blue-collar,married,primary,no,587,yes,no,unknown,8,may,173,2,-1,0,unknown,no
34,technician,single,secondary,no,302,yes,no,unknown,14,may,282,1,-1,0,unknown,no
55,admin.,married,secondary,no,1102,yes,no,unknown,15,may,126,2,-1,0,unknown,no
58,admin.,married,primary,no,0,no,no,cellular,19,aug,109,6,-1,0,unknown,no
26,blue-collar,married,secondary,no,624,yes,no,cellular,5,feb,188,1,247,4,other,no
33,blue-collar,married,secondary,no,596,yes,no,cellular,18,nov,77,1,127,3,failure,no
42,technician,divorced,secondary,no,-78,yes,yes,cellular,29,jul,10,23,-1,0,unknown,no
33,self-employed,married,primary,no,61,yes,no,cellular,13,may,161,1,-1,0,unknown,no
59,retired,married,primary,no,41,yes,yes,unknown,21,may,717,3,-1,0,unknown,no
47,blue-collar,married,primary,no,0,yes,yes,telephone,28,jul,107,3,-1,0,unknown,no
37,blue-collar,married,secondary,no,2870,yes,no,unknown,6,jun,94,2,-1,0,unknown,no
50,services,married,tertiary,no,218,yes,no,unknown,9,may,388,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,725,yes,no,cellular,20,apr,57,3,325,1,other,no
32,blue-collar,married,primary,no,-94,yes,yes,cellular,11,may,308,1,-1,0,unknown,no
66,retired,married,primary,no,747,no,no,telephone,28,jan,203,3,93,1,failure,no
32,admin.,single,secondary,no,457,no,no,cellular,26,jul,109,3,455,2,failure,no
35,management,married,tertiary,no,46,yes,no,cellular,13,aug,96,2,-1,0,unknown,no
63,technician,married,secondary,no,896,yes,no,cellular,28,jan,115,3,91,4,other,no
34,blue-collar,married,primary,no,12,no,no,telephone,21,nov,61,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,1787,yes,no,unknown,20,may,201,4,-1,0,unknown,no
45,technician,single,secondary,no,792,no,no,cellular,19,nov,111,5,-1,0,unknown,no
42,blue-collar,married,secondary,no,171,yes,no,unknown,14,may,55,1,-1,0,unknown,no
37,technician,divorced,secondary,no,-230,yes,yes,unknown,28,may,224,2,-1,0,unknown,no
30,blue-collar,single,unknown,yes,-149,yes,yes,unknown,12,may,164,3,-1,0,unknown,no
32,services,single,secondary,no,259,yes,no,unknown,27,may,363,2,-1,0,unknown,no
57,housemaid,divorced,primary,no,3819,no,no,telephone,30,jul,1001,2,-1,0,unknown,no
62,self-employed,married,tertiary,no,3685,no,no,cellular,3,feb,181,3,-1,0,unknown,no
47,technician,divorced,secondary,no,689,no,no,cellular,20,aug,64,2,-1,0,unknown,no
57,services,divorced,secondary,no,1024,yes,no,unknown,26,may,360,6,-1,0,unknown,no
54,entrepreneur,married,secondary,no,0,no,yes,cellular,15,jul,209,4,-1,0,unknown,no
34,technician,divorced,secondary,no,259,no,no,cellular,11,aug,316,2,-1,0,unknown,no
34,admin.,single,tertiary,no,3092,no,no,cellular,19,nov,115,1,-1,0,unknown,no
49,management,married,tertiary,no,400,yes,no,unknown,13,may,122,1,-1,0,unknown,no
44,blue-collar,married,primary,no,0,no,no,unknown,11,jun,112,2,-1,0,unknown,no
34,blue-collar,married,secondary,yes,-7,yes,no,cellular,22,jul,143,5,-1,0,unknown,no
57,retired,married,primary,no,3401,yes,no,unknown,14,may,271,2,-1,0,unknown,no
70,retired,divorced,secondary,no,6850,no,no,telephone,5,mar,252,3,183,1,failure,no
28,technician,single,secondary,no,6551,no,no,cellular,26,may,362,1,77,1,failure,no
50,admin.,married,primary,no,246,yes,no,cellular,13,may,234,2,299,5,failure,no
28,self-employed,married,secondary,no,-228,yes,yes,cellular,7,jul,164,3,-1,0,unknown,no
61,retired,divorced,secondary,no,291,no,no,cellular,24,jul,286,5,-1,0,unknown,no
37,technician,married,secondary,no,410,yes,yes,unknown,2,jun,317,6,-1,0,unknown,no
49,technician,married,secondary,no,-147,yes,no,cellular,20,apr,390,1,-1,0,unknown,no
22,student,single,secondary,no,2162,no,no,telephone,2,feb,168,1,-1,0,unknown,no
46,admin.,married,secondary,no,1437,yes,no,cellular,12,may,49,1,-1,0,unknown,no
51,blue-collar,married,primary,no,3185,yes,no,cellular,20,nov,187,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,463,yes,no,cellular,18,may,11,11,360,4,failure,no
47,blue-collar,married,primary,no,1452,yes,yes,cellular,28,jan,181,1,177,2,failure,no
50,retired,married,secondary,no,1047,no,no,cellular,21,nov,98,5,-1,0,unknown,no
28,blue-collar,married,secondary,no,781,yes,no,unknown,27,may,749,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,2944,no,no,unknown,20,jun,20,5,-1,0,unknown,no
32,admin.,single,secondary,no,1649,no,no,cellular,27,may,204,2,-1,0,unknown,no
48,management,married,secondary,no,-876,no,yes,cellular,31,jul,6,16,-1,0,unknown,no
56,technician,divorced,tertiary,no,1593,yes,no,cellular,31,jul,434,4,-1,0,unknown,no
31,technician,single,tertiary,no,221,yes,no,unknown,19,may,145,3,-1,0,unknown,no
57,retired,married,primary,no,0,no,no,cellular,20,aug,340,4,-1,0,unknown,no
50,services,married,secondary,no,3374,no,no,unknown,19,jun,27,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,804,yes,no,unknown,21,may,166,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,156,no,no,cellular,21,jul,455,4,-1,0,unknown,no
58,management,divorced,primary,no,5914,no,no,unknown,17,jun,69,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,457,yes,yes,unknown,28,may,189,2,-1,0,unknown,no
34,admin.,married,secondary,no,1655,yes,no,cellular,28,jul,49,2,-1,0,unknown,no
39,management,married,tertiary,no,622,no,no,cellular,22,may,181,2,184,1,failure,no
41,technician,single,unknown,no,3652,yes,no,cellular,12,may,127,1,363,2,success,no
52,blue-collar,married,secondary,no,1374,yes,no,cellular,17,apr,267,2,322,1,failure,no
36,admin.,divorced,secondary,no,775,yes,no,unknown,21,may,65,3,-1,0,unknown,no
52,services,married,secondary,no,2257,yes,no,unknown,14,may,203,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,2096,yes,no,unknown,3,jun,236,2,-1,0,unknown,no
36,technician,divorced,tertiary,no,0,no,no,unknown,23,may,539,2,-1,0,unknown,no
35,blue-collar,married,primary,no,14,yes,no,unknown,20,jun,35,1,-1,0,unknown,no
61,retired,married,unknown,no,209,no,no,cellular,16,nov,1011,1,94,4,success,no
34,blue-collar,divorced,secondary,no,-301,yes,yes,cellular,18,may,465,2,-1,0,unknown,no
36,services,married,secondary,no,-27,yes,yes,cellular,7,jul,151,4,-1,0,unknown,no
59,housemaid,married,secondary,no,454,no,no,cellular,21,aug,162,1,-1,0,unknown,no
39,management,married,tertiary,no,278,no,yes,cellular,28,jul,60,3,-1,0,unknown,no
38,management,divorced,tertiary,no,441,yes,no,cellular,30,jan,67,1,-1,0,unknown,no
40,management,married,tertiary,no,558,no,no,cellular,28,aug,50,5,-1,0,unknown,no
32,management,married,tertiary,no,-383,yes,no,unknown,27,may,241,1,-1,0,unknown,no
57,technician,married,unknown,no,345,yes,no,unknown,6,may,125,1,-1,0,unknown,no
26,admin.,single,secondary,no,96,no,no,cellular,6,may,606,1,345,1,failure,no
30,technician,married,secondary,no,-306,yes,yes,unknown,16,may,203,1,-1,0,unknown,no
35,management,married,primary,no,0,yes,yes,cellular,9,apr,260,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,381,yes,no,unknown,26,may,504,2,-1,0,unknown,no
40,management,single,tertiary,no,-50,yes,no,cellular,12,may,306,2,350,1,failure,no
60,admin.,single,secondary,no,646,yes,no,telephone,16,jul,649,2,-1,0,unknown,no
60,technician,single,secondary,no,0,no,no,telephone,29,aug,86,2,-1,0,unknown,no
38,management,single,tertiary,no,2117,no,no,cellular,14,aug,81,2,-1,0,unknown,no
38,technician,single,tertiary,no,876,yes,no,cellular,13,may,5,7,355,4,failure,no
58,management,married,tertiary,no,37,no,no,cellular,28,jan,236,2,-1,0,unknown,no
52,entrepreneur,married,secondary,no,0,no,no,cellular,7,aug,82,2,-1,0,unknown,no
47,management,single,tertiary,no,585,yes,no,cellular,2,feb,100,1,-1,0,unknown,no
42,housemaid,married,secondary,no,279,yes,no,cellular,23,jul,673,1,-1,0,unknown,no
36,services,married,secondary,no,3740,yes,no,cellular,7,apr,254,1,-1,0,unknown,no
34,technician,married,secondary,no,47,no,no,cellular,25,aug,132,6,-1,0,unknown,no
56,management,married,tertiary,no,779,yes,no,unknown,5,may,164,1,-1,0,unknown,no
34,services,married,secondary,no,12,no,no,unknown,21,may,164,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,5482,yes,no,cellular,18,may,424,2,-1,0,unknown,no
50,housemaid,married,secondary,no,3016,yes,no,telephone,13,may,65,5,-1,0,unknown,no
49,services,married,secondary,no,486,yes,yes,unknown,30,may,43,2,-1,0,unknown,no
27,admin.,single,secondary,no,292,yes,no,cellular,12,may,53,9,362,8,other,no
29,management,single,tertiary,no,941,yes,no,unknown,27,may,160,1,-1,0,unknown,no
26,technician,single,tertiary,no,1118,yes,no,unknown,4,jun,209,2,-1,0,unknown,no
40,services,divorced,secondary,no,160,no,no,cellular,14,jul,123,3,-1,0,unknown,no
31,technician,single,tertiary,no,2744,yes,no,cellular,8,aug,309,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,123,yes,no,cellular,8,jul,218,3,-1,0,unknown,no
41,blue-collar,single,tertiary,no,6025,no,no,unknown,19,jun,559,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,1045,yes,yes,unknown,7,may,149,1,-1,0,unknown,no
31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,-1,0,unknown,no
48,management,single,tertiary,no,648,yes,no,cellular,18,nov,290,1,110,2,failure,no
53,technician,married,secondary,no,3429,no,no,cellular,19,aug,280,4,-1,0,unknown,no
35,blue-collar,single,primary,no,47,no,no,unknown,20,may,317,1,-1,0,unknown,no
51,services,married,primary,no,56,no,yes,cellular,24,jul,149,2,-1,0,unknown,no
47,management,single,tertiary,no,275,no,no,cellular,8,aug,82,2,-1,0,unknown,no
48,entrepreneur,married,secondary,no,151,no,no,cellular,16,jul,191,1,-1,0,unknown,no
47,management,divorced,tertiary,no,140,no,yes,cellular,20,nov,148,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,1224,yes,no,cellular,17,apr,196,2,-1,0,unknown,no
58,retired,single,tertiary,no,1411,yes,no,cellular,13,may,425,2,-1,0,unknown,no
30,services,single,tertiary,no,21,no,no,unknown,5,oct,4,1,-1,0,unknown,no
47,housemaid,single,secondary,no,17023,no,no,cellular,26,may,379,2,97,4,other,no
40,blue-collar,married,secondary,no,3765,yes,no,cellular,20,nov,87,2,-1,0,unknown,no
60,blue-collar,married,primary,no,14,yes,yes,cellular,15,may,781,4,178,3,failure,no
40,blue-collar,married,secondary,no,273,yes,no,unknown,19,jun,1082,1,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,-15,yes,no,unknown,21,may,554,3,-1,0,unknown,no
27,management,married,tertiary,no,1,yes,no,cellular,22,jul,152,1,-1,0,unknown,no
33,technician,single,secondary,no,247,yes,no,cellular,20,nov,428,1,-1,0,unknown,no
48,services,married,secondary,no,4300,yes,yes,cellular,25,aug,99,6,-1,0,unknown,no
53,admin.,divorced,secondary,no,-394,yes,no,unknown,15,may,599,2,-1,0,unknown,no
41,blue-collar,married,primary,no,875,yes,no,cellular,14,apr,189,2,-1,0,unknown,no
59,retired,married,primary,no,-266,yes,yes,cellular,31,jul,266,11,-1,0,unknown,no
33,management,single,tertiary,no,191,no,yes,telephone,9,jul,25,1,-1,0,unknown,no
60,technician,single,secondary,no,12,no,no,cellular,24,jul,205,1,-1,0,unknown,no
49,technician,married,tertiary,no,2950,yes,no,cellular,22,aug,91,16,-1,0,unknown,no
36,technician,married,secondary,no,25,no,no,cellular,27,aug,127,4,-1,0,unknown,no
28,management,single,tertiary,no,1942,no,no,cellular,7,jul,445,1,-1,0,unknown,no
51,technician,married,secondary,no,52,no,no,cellular,13,aug,114,2,-1,0,unknown,no
31,technician,single,tertiary,no,1051,no,no,cellular,25,aug,106,4,-1,0,unknown,no
43,admin.,divorced,secondary,no,1076,yes,no,cellular,12,may,223,1,363,1,failure,no
58,retired,married,secondary,no,571,no,no,cellular,5,aug,54,3,-1,0,unknown,no
40,admin.,married,secondary,no,0,yes,yes,unknown,29,may,49,3,-1,0,unknown,no
54,management,married,tertiary,no,2960,yes,no,cellular,20,nov,83,1,-1,0,unknown,no
38,services,married,secondary,no,507,yes,no,unknown,8,may,95,1,-1,0,unknown,no
48,blue-collar,divorced,secondary,no,501,yes,no,cellular,15,may,12,5,-1,0,unknown,no
39,services,married,secondary,no,-119,no,yes,unknown,5,jun,104,2,-1,0,unknown,no
33,admin.,single,secondary,no,2717,yes,no,cellular,18,may,185,1,-1,0,unknown,no
52,technician,divorced,tertiary,no,0,no,no,cellular,19,aug,119,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,35,yes,no,unknown,2,jun,42,1,-1,0,unknown,no
32,management,single,tertiary,no,316,yes,no,cellular,29,jan,215,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,269,yes,no,unknown,9,may,365,1,-1,0,unknown,no
56,unemployed,married,secondary,no,972,no,no,cellular,30,jan,52,2,-1,0,unknown,no
35,blue-collar,married,primary,no,0,yes,no,unknown,6,may,154,2,-1,0,unknown,no
36,management,divorced,tertiary,no,210,yes,no,cellular,17,jul,182,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,-406,yes,yes,unknown,14,may,104,3,-1,0,unknown,no
44,blue-collar,married,secondary,no,144,yes,no,unknown,5,may,247,2,-1,0,unknown,no
57,services,divorced,primary,no,1367,no,no,unknown,9,jun,144,3,-1,0,unknown,no
60,self-employed,married,secondary,no,3105,no,no,telephone,28,jul,178,4,-1,0,unknown,no
57,management,married,tertiary,yes,-24,yes,no,telephone,17,nov,14,1,-1,0,unknown,no
36,management,married,tertiary,no,105,no,no,cellular,28,jan,76,1,-1,0,unknown,no
31,student,single,tertiary,no,117,yes,no,telephone,18,jul,41,1,-1,0,unknown,no
48,management,married,tertiary,no,7825,no,no,telephone,21,nov,77,5,-1,0,unknown,no
47,blue-collar,married,secondary,no,438,yes,no,unknown,7,may,46,3,-1,0,unknown,no
59,blue-collar,married,secondary,no,176,no,no,cellular,29,jan,117,1,-1,0,unknown,no
60,blue-collar,married,primary,no,29184,no,no,telephone,15,jun,94,2,-1,0,unknown,no
42,management,married,tertiary,no,157,yes,yes,cellular,28,jan,136,1,-1,0,unknown,no
49,management,married,secondary,no,633,no,yes,cellular,29,jul,249,6,-1,0,unknown,no
46,management,married,secondary,no,3714,yes,no,unknown,15,may,86,1,-1,0,unknown,no
35,admin.,married,secondary,no,-312,no,no,cellular,30,apr,116,1,21,1,failure,no
49,services,married,secondary,no,-22,yes,no,unknown,8,may,70,1,-1,0,unknown,no
38,management,married,tertiary,no,106,no,no,cellular,2,feb,124,1,-1,0,unknown,no
28,admin.,single,secondary,no,1323,yes,no,unknown,3,jun,361,1,-1,0,unknown,no
36,management,married,tertiary,no,6172,yes,yes,cellular,18,nov,126,2,-1,0,unknown,no
47,management,married,tertiary,no,4495,no,no,cellular,7,aug,156,8,-1,0,unknown,no
58,retired,married,primary,no,282,yes,no,cellular,28,jul,40,4,-1,0,unknown,no
35,unemployed,married,tertiary,no,259,no,yes,cellular,21,nov,229,2,-1,0,unknown,no
38,services,single,unknown,no,1610,yes,no,unknown,17,jun,76,6,-1,0,unknown,no
39,technician,married,secondary,no,3825,no,yes,cellular,25,aug,94,6,-1,0,unknown,no
33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,-1,0,unknown,no
